Age,Gender,Country,family_history,treatment,work_interfere,self_employed,remote_work,no_employees,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
26,Male,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Yes,Not sure,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
25,Female,Sweden,Yes,No,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,No
31,Male,United States,No,Yes,Sometimes,No,No,500-1000,No,No,Yes,No,Don't know,Yes,Don't know,No,No,Some of them,No,No,No,No,No
33,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
34,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No
34,Male,United States,No,Yes,Sometimes,No,Yes,100-500,Yes,No,No,No,No,Don't know,Somewhat easy,Yes,Yes,Some of them,Some of them,No,Maybe,Don't know,No
29,Male,United States,No,No,NA,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
33,Female,United States,No,No,NA,No,No,More than 1000,Yes,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,No,Don't know,No
34,Male,Germany,Yes,Yes,Rarely,Yes,Yes,26-100,Yes,No,No,No,Don't know,Don't know,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,No
26,Male,United States,Yes,Yes,Rarely,Yes,Yes,100-500,No,No,No,No,Don't know,No,Don't know,Maybe,No,Some of them,Yes,No,Yes,No,No
32,Male,United States,Yes,Yes,Rarely,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Yes,Yes,No
28,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,No,No
35,Male,United States,Yes,No,NA,No,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
36,Male,United States,Yes,Yes,Often,No,No,100-500,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
21,Male,United States,Yes,Yes,Rarely,No,No,100-500,Yes,Yes,No,No,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
21,Male,United Kingdom,No,Yes,Sometimes,No,No,More than 1000,No,Don't know,Not sure,No,No,No,Very easy,Yes,No,Some of them,No,No,Maybe,No,No
22,Female,United States,No,No,NA,No,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Somewhat easy,No,No,No,Some of them,No,No,Yes,No
41,Male,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Yes,No,Yes,Yes,Don't know,Somewhat difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes
55,Male,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
32,Female,United States,No,Yes,Sometimes,No,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
21,Female,United States,Yes,Yes,Rarely,No,No,26-100,Yes,Don't know,Not sure,Don't know,No,Don't know,Somewhat easy,Yes,No,Some of them,No,No,Yes,Don't know,No
45,Male,United States,No,Yes,Never,No,Yes,26-100,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
27,Female,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,Maybe,No,No,No,No,No,No
25,Female,United States,Yes,Yes,Sometimes,No,Yes,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Yes,No
34,Female,United States,Yes,Yes,Rarely,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No
26,Female,United States,Yes,Yes,Never,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,No,No,No,No,Don't know,No
41,Male,Canada,No,Yes,Never,No,No,500-1000,Yes,Yes,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No
27,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No
31,Male,United States,Yes,Yes,Sometimes,No,Yes,26-100,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,No,No,Don't know,No
25,Male,Germany,Yes,Yes,Often,No,Yes,26-100,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Yes,No,No
26,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,No,No
27,Female,United States,Yes,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,No,Yes,No,No,Don't know,No
42,Male,New Zealand,No,No,Never,No,No,500-1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
25,Female,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,Don't know,No
33,Female,Sweden,Yes,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Don't know,No
40,Female,United States,Yes,Yes,Rarely,No,No,More than 1000,No,Yes,No,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,No,No,No,Don't know,No
31,Male,United States,No,No,Never,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,No,No,No,Don't know,No
26,Male,Canada,Yes,Yes,Often,No,Yes,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
24,Female,United States,Yes,No,NA,No,No,500-1000,No,No,No,No,No,No,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
29,Male,United States,No,No,Never,No,No,More than 1000,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No
48,Male,United Kingdom,No,No,NA,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No
35,Male,United Kingdom,No,No,Sometimes,No,No,More than 1000,Yes,No,No,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes
32,Female,United States,No,No,Never,No,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No
29,Male,Canada,No,Yes,Sometimes,No,No,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No
26,Male,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,No,No
28,Male,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No
23,Male,United States,No,No,NA,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,No
35,Male,United States,Yes,Yes,Sometimes,No,No,100-500,Yes,Yes,Yes,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes
29,Male,Germany,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
26,Male,United States,Yes,No,NA,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,No,No
33,Male,United States,Yes,Yes,Never,No,Yes,26-100,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,Maybe,Yes,Some of them,No,No,Yes,No
33,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Yes,No
22,Male,Brazil,No,No,Never,Yes,Yes,More than 1000,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,No,Don't know,No
30,Female,Spain,Yes,No,NA,No,No,500-1000,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No
33,Male,United States,Yes,Yes,Often,No,Yes,More than 1000,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Yes,No,No,No,No,No,No,No
31,Female,United States,Yes,Yes,Rarely,No,No,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,No
21,Male,United States,Yes,No,Never,No,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,Yes
26,Female,United States,No,Yes,Sometimes,No,Yes,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,No,Yes,No
30,Male,United States,Yes,No,Often,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
23,Male,India,No,No,NA,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,No
34,Male,Finland,No,No,Never,No,No,More than 1000,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No
55,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,No,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,No,No,Yes
28,Male,Germany,Yes,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,No,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,Male,Uruguay,No,No,NA,No,Yes,26-100,Yes,Don't know,No,Don't know,No,Don't know,Don't know,No,No,Some of them,No,No,Yes,Don't know,No
28,Male,New Zealand,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No
32,Male,United Kingdom,Yes,Yes,Sometimes,No,No,More than 1000,Yes,No,No,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
28,Female,United States,No,Yes,Rarely,No,No,More than 1000,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
21,Male,United States,No,No,Sometimes,No,No,More than 1000,No,Don't know,Not sure,No,Yes,Yes,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
24,Male,United States,Yes,Yes,Sometimes,No,No,100-500,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,No,Maybe,No,Yes
26,Female,United States,No,No,NA,No,No,More than 1000,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
23,Male,United States,No,No,NA,No,No,More than 1000,No,Yes,No,No,No,Don't know,Don't know,No,No,Yes,No,No,Yes,Don't know,No
24,Female,United States,No,No,NA,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Yes,Yes,Yes,No
28,Male,Canada,No,No,Never,Yes,Yes,100-500,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,No
24,Female,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,No,No,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,Yes,Yes,No
33,Male,United States,No,Yes,Often,Yes,Yes,More than 1000,Yes,No,No,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Yes,Yes,Don't know,No
34,Male,United States,No,No,Sometimes,No,No,26-100,Yes,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Maybe,Don't know,No
27,Female,United States,No,Yes,Sometimes,No,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
28,Male,United States,No,No,Never,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
26,Male,United States,No,No,NA,No,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes
20,Male,Australia,No,No,NA,No,Yes,100-500,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
23,Female,United States,No,Yes,Sometimes,No,No,26-100,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
29,Male,United States,Yes,Yes,Rarely,No,Yes,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
26,Male,United Kingdom,Yes,No,Sometimes,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No
36,Male,United States,No,No,Rarely,No,Yes,More than 1000,Yes,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No
41,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,Yes
33,Female,United States,No,No,NA,No,Yes,100-500,Yes,Yes,No,Don't know,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No
23,Male,Canada,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
39,Male,United States,Yes,No,Often,No,No,More than 1000,Yes,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes
34,Male,United States,Yes,No,NA,No,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
26,Female,United States,No,Yes,Sometimes,No,No,100-500,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes
24,Male,United States,No,Yes,Rarely,No,No,26-100,Yes,Yes,Yes,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
37,Male,Canada,Yes,Yes,Rarely,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
43,Male,United States,Yes,Yes,Often,Yes,Yes,More than 1000,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
30,Male,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Very difficult,Yes,No,Some of them,No,No,No,No,Yes
34,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Yes,Some of them,No,No,No,Don't know,No
27,Male,United States,Yes,Yes,Sometimes,No,No,100-500,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Yes,Don't know,No
36,Male,United States,No,No,Sometimes,No,No,More than 1000,Yes,Don't know,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No
27,Male,Brazil,No,No,Rarely,No,No,More than 1000,Yes,No,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
35,Male,Netherlands,Yes,No,Never,No,No,100-500,Yes,Yes,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,No
32,Male,United Kingdom,No,No,Never,No,No,More than 1000,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,Yes,No
37,Male,United States,No,No,NA,No,No,500-1000,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
29,Male,United Kingdom,No,No,NA,No,No,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
33,Female,United States,No,No,Never,No,No,500-1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Very easy,Maybe,No,Some of them,Yes,No,No,Yes,No
28,Male,United States,No,No,Sometimes,No,Yes,More than 1000,Yes,No,Yes,No,No,Don't know,Somewhat easy,Yes,Maybe,Some of them,No,No,No,Don't know,No
26,Female,United States,Yes,No,Never,No,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,No,No,Maybe,No,No
27,Male,United States,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,Yes,No
38,Male,United Kingdom,No,Yes,Sometimes,Yes,Yes,26-100,Yes,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No
57,Male,United States,Yes,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,No,No
28,Male,United Kingdom,No,Yes,Sometimes,No,No,More than 1000,Yes,No,No,No,No,No,Very difficult,Yes,Maybe,No,Some of them,No,Maybe,No,No
26,Male,France,No,No,Never,No,No,More than 1000,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Maybe,No,No
42,Female,Netherlands,No,Yes,Rarely,No,Yes,100-500,Yes,Yes,Yes,No,No,Yes,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No
31,Male,United States,No,Yes,Sometimes,No,Yes,100-500,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
58,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,Yes,No
29,Male,United States,No,No,Sometimes,No,No,More than 1000,Yes,Don't know,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,No
39,Female,United Kingdom,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,No,Yes
34,Male,United States,No,No,Sometimes,No,Yes,More than 1000,Yes,Don't know,No,No,No,Don't know,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
57,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No
27,Male,Germany,Yes,Yes,Sometimes,No,No,More than 1000,Yes,No,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes
23,Male,Germany,Yes,Yes,Often,Yes,Yes,26-100,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,Maybe,Yes,Yes,Maybe,Yes,Don't know,No
18,Male,Finland,No,No,NA,No,Yes,500-1000,No,Don't know,No,No,Don't know,Don't know,Very easy,Yes,No,No,No,No,Maybe,Don't know,No
30,Female,United States,No,No,NA,No,No,100-500,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
23,Male,United States,No,No,Never,No,No,26-100,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,No
43,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,Maybe,No,No,No,Yes,Don't know,No
18,Female,United Kingdom,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
29,Male,United States,No,Yes,Rarely,No,No,More than 1000,Yes,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
48,Male,United States,No,No,Never,No,No,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
43,Male,Germany,No,Yes,Sometimes,No,No,26-100,No,No,Yes,Don't know,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,No,Yes
28,Female,United States,Yes,Yes,Sometimes,No,No,26-100,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No
30,Male,United States,Yes,Yes,Often,Yes,Yes,More than 1000,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
26,Male,Israel,No,No,Sometimes,No,No,More than 1000,Yes,No,No,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
33,Male,Italy,No,No,Never,No,No,More than 1000,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,No,No
31,Male,United States,No,No,NA,No,No,More than 1000,Yes,Yes,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,Some of them,No,No,Yes,No
30,Male,United States,No,No,Rarely,No,No,100-500,No,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No
27,Male,Israel,No,No,NA,No,No,26-100,Yes,No,No,No,No,Don't know,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes
24,Female,United States,Yes,Yes,Sometimes,Yes,Yes,More than 1000,Yes,No,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,Yes
25,Male,United States,No,No,NA,No,No,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
23,Female,United States,Yes,Yes,Often,No,No,More than 1000,Yes,Yes,Not sure,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,Yes
36,Male,United States,No,Yes,Sometimes,No,No,More than 1000,No,Yes,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,Some of them,No,No,No,No,Yes
25,Female,United States,Yes,Yes,Often,Yes,Yes,More than 1000,Yes,Don't know,Not sure,No,No,Yes,Somewhat difficult,Yes,No,Some of them,No,No,Maybe,No,Yes
54,Male,United Kingdom,No,Yes,Sometimes,No,Yes,More than 1000,No,No,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,No,No
34,Male,Netherlands,No,No,Rarely,No,No,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
38,Female,United States,No,Yes,NA,No,No,26-100,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,Maybe,No,No,No,No,No,No
40,Male,Ireland,Yes,No,NA,Yes,No,More than 1000,Yes,No,No,No,No,No,Don't know,Yes,Maybe,Some of them,No,No,Maybe,No,Yes
32,Male,United Kingdom,No,No,NA,No,No,26-100,Yes,No,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Don't know,No
25,Male,Germany,No,No,Never,No,No,More than 1000,No,Don't know,Not sure,Don't know,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Yes,Don't know,No
35,Female,United States,No,Yes,Sometimes,No,No,100-500,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,No,No
46,Male,United States,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Yes,No
42,Male,United States,No,No,Never,No,No,100-500,No,Yes,No,Yes,No,Don't know,Very difficult,Maybe,No,Yes,Yes,Maybe,Yes,No,No
32,Male,United Kingdom,Yes,Yes,Sometimes,No,Yes,More than 1000,Yes,Yes,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No
47,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Yes,No,Yes,Yes,No
22,Male,United States,No,No,NA,No,No,More than 1000,Yes,Yes,Not sure,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No
33,Female,United States,No,Yes,Sometimes,No,Yes,500-1000,Yes,Yes,Yes,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
25,Female,United States,No,No,Sometimes,No,No,More than 1000,Yes,No,No,No,No,No,Somewhat easy,Maybe,No,Some of them,No,No,No,Yes,No
29,Male,United States,No,No,NA,No,No,More than 1000,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No
39,Male,United States,No,No,Never,No,No,26-100,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,No
38,Male,United States,Yes,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,No,No,No,No,No,No,No
43,Male,United States,No,No,NA,No,Yes,More than 1000,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No
46,Male,United States,No,Yes,Rarely,No,Yes,500-1000,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,No
38,Female,United States,Yes,Yes,Sometimes,No,No,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,No,No,Yes
33,Male,Germany,No,Yes,Sometimes,No,No,More than 1000,Yes,Yes,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,No,No
34,Male,United Kingdom,Yes,Yes,Often,No,No,26-100,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,No,No,No,No
62,Male,United States,No,No,Never,No,No,More than 1000,Yes,Yes,Yes,Don't know,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
23,Female,United States,No,No,NA,No,No,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
35,Male,United States,No,No,NA,No,No,More than 1000,No,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,No,No,No
25,Male,Bosnia and Herzegovina,Yes,No,Rarely,No,Yes,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Yes,No,No,No,No,Don't know,Yes
36,Male,United States,Yes,Yes,Sometimes,Yes,Yes,More than 1000,Yes,Don't know,Yes,Don't know,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Yes,No
